run_dir,arm,scene,seed,metrics_json_sha256,trajectory_csv_sha256,config_resolved_yaml_sha256,provenance_json_sha256
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91001_serpentine_seed91001/runs/icode_mppi/icode_mppi__l218_serpentine__nominal_seen__seed91001,icode_mppi,l218_serpentine,91001,df10b6c5d549907d8a89ad939a58c7beb9c9b4fbd41d7ecc3988156d7b9ec135,29ad7c238c546f5350a0a43048d65f3c32fbe2efd59a3e5cbdbde357a27235c8,c6aeed1e0c2128e16e6090eee9d920d840e1096357f001b6821070f7c083143b,a1cdd0467e429bd520375a4154168e9c1d014cf243f56b066b0745b03a0f3b56
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_cylinder_forest_seed91002/runs/full_proposed/full_proposed__l218_cylinder_forest__nominal_seen__seed91002,full_proposed,l218_cylinder_forest,91002,b5b90f3e43ac5b2b0d8a788798a159cf0cf89767fe0e07066846af823dd56df7,073cf259600c9ba463f6c53be3430288cf8a61756a6c9e267a226da723c70164,2825e3bc0ec280f68ea090e6d38b45e694fa4e1837881cd3cd378ca12e5ccc30,1a62ac94500e3b2efe1c149e47ade923a8a0fe0c15c7c8f1eb91f5925ccaea64
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_cylinder_forest_seed91002/runs/simple_combination/simple_combination__l218_cylinder_forest__nominal_seen__seed91002,simple_combination,l218_cylinder_forest,91002,694adfb4d519322d5d5ccf7615c8b29e2fa25e75f3eace565ea7b8f4a34f4750,3d9073188af785d51addfda21b1d45ab60cea962f70235d90eb731e5a1819e17,ef99954ac6c288eeb423e79f347ebdc26483060e56ec1b0a38700f9bfaa7f5ba,353db0c2d09421ef23f44fb9ab52377c52e5a4528487da6fbd6c6f5888e417a8
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_cylinder_forest_seed91002/runs/icode_mppi/icode_mppi__l218_cylinder_forest__nominal_seen__seed91002,icode_mppi,l218_cylinder_forest,91002,23674589481fd50bc8be1cbaa9e7447b12d7e6a6f4c64ce3451b49a99e6f7183,1017108870de08540209f27ba6b0bf4c5aba70a15eb4f02353f9c6d8d0fee698,e9ff4ce01df4302b6e91c2f7fe59c7877debc0c03ab0d6368e9f907c79ac7bac,00f26835aa55c113154666d6298a13436552fd6b788e647bc7e0469d3a8644b9
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_cylinder_spiral_seed91002/runs/full_proposed/full_proposed__l218_cylinder_spiral__nominal_seen__seed91002,full_proposed,l218_cylinder_spiral,91002,cc5141625b0ce7860ae6af8f8bec1b55003193ab5289fe3c8adfb6ca0c86b17c,708fc0f1295373abe1902da75cace53ebc303a316d720984cf632bbdcf732b7e,12b0a3a5b0b6d977a70f1b4cc79a24e355c3325bfe15b12ae6d2ca1db2545434,988637244630be55f652b7da58d17c1629881a33c76bbee3c479dd41b7c974d1
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_cylinder_spiral_seed91002/runs/simple_combination/simple_combination__l218_cylinder_spiral__nominal_seen__seed91002,simple_combination,l218_cylinder_spiral,91002,c0b44cdc03c45ebba92c5cd0a47c1cfa8b9ed5962a966063e4d2a3a4c21d9b0c,449837713118753024faf89cf5f63d0c2699be2ed22e65fa6577b828ea492ff2,45b909477be4e7e1f5b8d52f6aca2cc6cda21ba8d85c581acd66a6351bc05b67,5f8f39a8ed1105ae46c6a69b1b758e703ad2adcf71eb9216f11167817d95480c
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_cylinder_spiral_seed91002/runs/icode_mppi/icode_mppi__l218_cylinder_spiral__nominal_seen__seed91002,icode_mppi,l218_cylinder_spiral,91002,8276f77177a02d18e53e688cb01e376e63aa9ac9e30b43144432e67f95ed0522,453c4ce9283704e9de6b1b2af5232f7c236ba64df5e926b3803608b6bd274a89,b045dcadb8b687b83e5c34a3cb4de049291366e3a11eb9a803750309fea36255,9fd898ce4882b1c642faab749c016864f1d02c3aff66667e7c8b4edad25bc265
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_giant_u_seed91002/runs/full_proposed/full_proposed__l218_giant_u__nominal_seen__seed91002,full_proposed,l218_giant_u,91002,98612d4cc151a882484c8b4398c1ed99405cca86c97fbd09dd3f45ea4d67247d,831f8fc2b1c27c8cd6ac869b8ffade7c548364105798a21ea88f57458337103c,e03af51522bfa73587080bf1bee5295f76a061f81378b28b39a599b083dc52f7,7aee2c9591896ec6464e3c8fe537c6c47f113885ea1b613e8aac66dc1e3c623e
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_giant_u_seed91002/runs/simple_combination/simple_combination__l218_giant_u__nominal_seen__seed91002,simple_combination,l218_giant_u,91002,5146507f03b51724b3c7d6ea0a407bc1b689247d4337e8726e7d9b34df402a39,928e937b3c8bd15b87cc54e239a7bc6c5216818ed342f771ad53c1e5666f3c35,8e29003bef99baf817e7d27aa9482d6e897dce4b35c7f2dea400d6db892cf4e2,2fb18b4959a379b312480d034b83e325c7e13716a724b122e77718ac2e9eaaac
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_giant_u_seed91002/runs/icode_mppi/icode_mppi__l218_giant_u__nominal_seen__seed91002,icode_mppi,l218_giant_u,91002,c504ed2ddbb1091f6d6a53f9c89a8dd156e116250b097a2247c8fb0bc1702ff8,8f2f2b21617a33a2a0e45931e1fdf85555d10996921496f40be609397a6343ec,f673512e0e73ea09e623bf97f0c837bd62b910f601e02e9ecf9b1ca651d0113d,5604fe70f910dfc543b08cd882d5d9ac21236973569c8d6c8030dc5743f8b744
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_nested_u_seed91002/runs/full_proposed/full_proposed__l218_nested_u__nominal_seen__seed91002,full_proposed,l218_nested_u,91002,f83c00e28803cb54c73518545171cc63e05d206c1b8bfae29648a38b92e3cfb5,a4a29abc622819bd60a672f389c9457bb22db5bd10f19a75f32b8b3e3a1bc6c3,66611fecca238b337618355f186ae62f804eed8fb10a5271d208760a8ce58355,4a6a5b2ad43fe78792dc405529724d4f80d4c7ae535fe048777cd76fc4fde364
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_nested_u_seed91002/runs/simple_combination/simple_combination__l218_nested_u__nominal_seen__seed91002,simple_combination,l218_nested_u,91002,97c15291ce12cbec462760c429fd7ef9ae8036861f0e1cb6fbf9f541dbaff35f,d447d3fde2c08554d703f4d3314b49f29d69d38f97c71bd18be7293b85dbfefc,70034ee7ce7b859821eca7f759864712d0c441666a46a952f5ae7a0eb823aead,56aedc4127f869935fb5598eb83d3428080c16a564556adca1020c47fb8b47f3
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_nested_u_seed91002/runs/icode_mppi/icode_mppi__l218_nested_u__nominal_seen__seed91002,icode_mppi,l218_nested_u,91002,1cf1591e928ce0c0fd674b9c3a824dc468cb4119cb81291a94025df64567a29e,54bd421de001d09af2c81291379b4da6477ebd85dc19e37397580b6e1170b7c3,3df1bd5317fe41e42d7f1c3eb3190240e3b883272b61e3587d7d1b7c2705875e,4550eef8bbdd163cdf0c80533a1ca0e7c5410ec781112d33edcf0aa79a44e30d
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_opposed_u_seed91002/runs/full_proposed/full_proposed__l218_opposed_u__nominal_seen__seed91002,full_proposed,l218_opposed_u,91002,a22e4747ef88cd56a17799c1dd31f3ff66ce448b0535215e9be0cd79e719385c,c9ee81da4e6eb8a34b11dd0a14106ee2fb1796ccf720c01b128d34e0e0917405,8d013a6ce27b185287d09d38afb3123df6af27cef757ce6bf0c691ee62ac014a,1244c5690f535695b6eaeee71e8b8309274a37dd1cd3159fbfb431577d103605
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_opposed_u_seed91002/runs/simple_combination/simple_combination__l218_opposed_u__nominal_seen__seed91002,simple_combination,l218_opposed_u,91002,c616f233f29a9ce5f5b2ecf03c78d7099aacfdbe1bc025e4518faf8c8eb60b86,b89f3d8b81892d12a34ed094b316a2014f4dcfe30f9e9acd0116eb5c3d5942ff,593b566962beb89cddaff1407228e2902899876f9a4cd2e4c18fa3631d58b8e2,973ec4d246dac3d61004840868967f46a43f457702f180e95c17e7d16f5f2f25
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_opposed_u_seed91002/runs/icode_mppi/icode_mppi__l218_opposed_u__nominal_seen__seed91002,icode_mppi,l218_opposed_u,91002,f6b5698de0d7d49bdafcd21bc85e20462a546f5033ca7d0f34e649e1b73bacff,40e4ddeed1b88410cd9a34166f22dbf4542e658a40de98fba45053e1fe3f4ab7,26f4ba21d6a9b5f89ce890eb6f70209cc1950c3229a556c5add04114fa856908,cc220dccc9c321d56b9fb4308018ab259759d25586d39711a61c227aa0cd5b1d
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_serpentine_seed91002/runs/full_proposed/full_proposed__l218_serpentine__nominal_seen__seed91002,full_proposed,l218_serpentine,91002,a84deb9f30f150eefc16421c12d3f420a134edf647294400c9249908fb302bc3,331f8cb30d8440496a4e442e38d5de3780fc00842e721404d9f99a5d8ac2ea9b,e74c206ab9a8dc6a9ea62f55e63322c4a1d54db29ab80e2ce31e9d68c13241ae,823189c0f2b648765b85160a1773dbd73797808fe3bb136de5a95c2ff15c41ae
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_serpentine_seed91002/runs/simple_combination/simple_combination__l218_serpentine__nominal_seen__seed91002,simple_combination,l218_serpentine,91002,5efa409bf03afde1186e7c1045404b1ad9c1d0d6a81c8e0eb26df979e8b05ed7,e2d0f5c40599abd857204e006669eb02d47deeb788612a4e98b774c80e01164c,0925cd00bfe1f02fe5560ab1ce7f1f9114fc0bd7d2af5d15030f558aa6832729,00ce0290ca0bb0c2bd98e518f164aa81a43d22197cd53ed03451f26f8845cd63
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91002_serpentine_seed91002/runs/icode_mppi/icode_mppi__l218_serpentine__nominal_seen__seed91002,icode_mppi,l218_serpentine,91002,4b208f8fa3913c56fea4c22d9ad50924e43afa15d2a3ce34d6150b92e145f5d2,0f4d695fc809d0d4912f72c4b49353ef7b3bfc8776a54a818b7f76325cf5ea12,cc1ff759e1c27de774a397b4f830e0f63aeaa51b653ad63189266607aaf5904e,2bc9a57b47db3ac43fafb8c89f12f625a2f914937ad3a43a9c1bec4d9a11a099
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_cylinder_forest_seed91003/runs/full_proposed/full_proposed__l218_cylinder_forest__nominal_seen__seed91003,full_proposed,l218_cylinder_forest,91003,256d3a7482c0677f2f0298a269d2e89be04564261c391091ec236219b8f039ae,1a39b1b0352002dd7ac289db7d14bb1855d450936bbe3b33da22a5aa2513a922,2a4cde1ee6cab0dbf2777b7920856a1bc796ec3d98dc5adaf3fcb91335eca17d,1e0c9ba091b6f660ab7d4ec89afd648d29e206e27bc5e2d091c67bd61692625e
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_cylinder_forest_seed91003/runs/simple_combination/simple_combination__l218_cylinder_forest__nominal_seen__seed91003,simple_combination,l218_cylinder_forest,91003,222d76dabeced54f71ee5eb08d79b9f15261cd473804986c6ac6aea2be04969a,a17810cb8649a2630372b8aebd59e500266b62245f299d2304c6946c52cee960,33177e03b4e34ef31f04815259087d3129534d83f7dfc1ad27d6a4883cd39363,e5a942dd491cf1b49a141d25f91d750d7ede4647c7972c61c32bf901dd224235
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_cylinder_forest_seed91003/runs/icode_mppi/icode_mppi__l218_cylinder_forest__nominal_seen__seed91003,icode_mppi,l218_cylinder_forest,91003,d83ac1a63e7785acd580d831678e3af0856478175386832b692d7e072f849f22,adfcaf3cb0f2206eb5f34e6ad5141d6f0b99e9c9de8887f8e311d840d7928d72,b58fe58df66cdb5f14d17d2c3704ca2245d8361c44b62427f3851f0e69b7a35f,b4f35d45f9850d8660194633d902a1184e604b782dec3c9d00402c59ad218635
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_cylinder_spiral_seed91003/runs/full_proposed/full_proposed__l218_cylinder_spiral__nominal_seen__seed91003,full_proposed,l218_cylinder_spiral,91003,3395ab5a42440e261579c1915772467b2c1028b71be3b797f0596b1a74621823,a5d5bd32a34b030dc67b136c2975bb7f5bf803e1c90037a4ac64bc09a0a1501d,a2f875244e9914098aaaac6efdb67f4fded8225d569d712e3185369f8380eb98,ae6e3381bbbe1ecd2f849fbc57588cfb0e97051bbad351dc8f8fe51e63527ee8
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_cylinder_spiral_seed91003/runs/simple_combination/simple_combination__l218_cylinder_spiral__nominal_seen__seed91003,simple_combination,l218_cylinder_spiral,91003,dcf03accb8d2ab0ad6b88ecb3e45948d8d27416a4a61c3bdbc382d766094fdba,d224f232635ea0a0653f5c7e2f75771386fda7290f9293046c02dd8d15113bc2,f33d841b267b287358c8e3926d7d88a03ca85d447388d51dfa16bda0d4a3a12a,856b5fc0f2b74992cdbf78ed0b9c8b7a83cd2aba631bdc2fd662441e3679075d
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_cylinder_spiral_seed91003/runs/icode_mppi/icode_mppi__l218_cylinder_spiral__nominal_seen__seed91003,icode_mppi,l218_cylinder_spiral,91003,27a74237ba2bf628c3f9660d378a7a1e79c84396f6c2ae67887752e4039eb07c,7155b58cc7d635c15f81a098055ba54909bd36f38dc1fdb7efde75f50b67182c,c5a302230f14239a43056eba0e44e6b68d9288de1dc93311b539637febfa8910,3e6c9a6e97c82af6f1f7032405cd02d4862735b0978e46edcba0eadbda3be3be
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_giant_u_seed91003/runs/full_proposed/full_proposed__l218_giant_u__nominal_seen__seed91003,full_proposed,l218_giant_u,91003,89ac3955b3732f4318f2bb64ec45cd5928d205925db72f8d8e0118ce97ad834d,54ecf07680359ba2ea16610f4ce40d270fa0763e896f92e12952cad1eeb85ec9,c481f59c9ffceeff836df96daab3d969e0b9a1edec5e40e199c9cdc126282a72,86d0b3314d4095799d9e66ed9878b1abedba651c598845dff0a3974a2ed31f6c
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_giant_u_seed91003/runs/simple_combination/simple_combination__l218_giant_u__nominal_seen__seed91003,simple_combination,l218_giant_u,91003,085ddf99f3a7609c563ba5d5b69c8251fcb585a85ef647e984c75ba07395954d,fde4ff6f8c94106c6c2bc45008bfacd2e9aeee2a0e7aacade346ec1bbbe396b3,a25d631c0253ab200eb9c90353d0c4575ade82d147999538432f528afbb52a3b,82e62e8f3c09a9ac5a32c0e6432cecf62e0ac0955226fca57ad02cb3a7417b80
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_giant_u_seed91003/runs/icode_mppi/icode_mppi__l218_giant_u__nominal_seen__seed91003,icode_mppi,l218_giant_u,91003,9fb58e1b1fa35627869978ccda1f3cbca16d2ee0da2b8e86fa022fcacc21c0bf,d446ba8c892a75d7f123e57e9662cbe88e2100ec9ffe2388d789258a075626c8,6379e340e1c81f41c2def709e495739b075fbf0cf080c9d52335593935d052e1,e7f68f354de0acf70ccc7aeb78d31d5824524f0f147a6238bf63a41ff5b921f7
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_nested_u_seed91003/runs/full_proposed/full_proposed__l218_nested_u__nominal_seen__seed91003,full_proposed,l218_nested_u,91003,984d180c6d44873823728b35e2631ce2d9164ae953362743e250925e1e72bdef,7f8186a4673d7afdf561e0c5345ed8128d7ba9f8f1b9e8a9928d8fa477eecb8f,c2833742b96d50956fa8ee3f36c83c20d126f631e6be6b775a0dacf41b7b3e8a,c1bd7284b9dd701581e68205e173dff7295ed918614caa79eccd0c86c84c097d
/home/mapples/projects/mobile-robot-mppi-study/results/research_platform/rl/l218_dev_screen_l219_actor_s91003_nested_u_seed91003/runs/simple_combination/simple_combination__l218_nested_u__nominal_seen__seed91003,simple_combination,l218_nested_u,91003,388eb8395c36dd7930a72638bca3685e78c899b75b99ac509e7a386c4d1b6d58,cca3e328f9dd5a69bc33b39a2176f2cbe79d58a93c75dc0ac80bc1df6245e5f8,2f03e90bf62d05d0da4d008cd7313475eef9b6232f5582df72a3e8e2b0a79ab1,9d582a20b3edce73abb4bb35ec0be31e597f65aa7154cab6e9ac0d52413cf57a
